iid,gender,idg,partner,pid,match,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field_cd,goal,date,go_out,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,expnum,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,dec,attr,sinc,intel,fun,amb,shar,like,prob,met,match_es,attr3_s,sinc3_s,intel3_s,fun3_s,amb3_s,dist_signup
2,0,3,4,14.0,1,0.3,0.05,0.15,0.4,0.05,0.05,1,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,9.0,7.0,2.0,24.0,1.0,1.0,5.0,1.0,,3.0,2.0,7.0,10.0,8.0,6.0,3.0,5.0,8.0,10.0,1.0,9.0,8.0,7.0,8.0,3.0,1.0,4.0,5.0,0.45,0.05,0.25,0.2,0.0,0.05,1,0.17073170731707318,0.21951219512195122,0.17073170731707318,0.14634146341463414,0.12195121951219512,0.17073170731707318,7.0,8.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.037500000000000006
2,0,3,5,15.0,0,0.3,0.1,0.2,0.1,0.1,0.2,1,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.12727272727272726,0.14545454545454545,10.0,1.0,1.0,24.0,1.0,1.0,5.0,1.0,,3.0,2.0,7.0,10.0,8.0,6.0,3.0,5.0,8.0,10.0,1.0,9.0,8.0,7.0,8.0,3.0,1.0,4.0,5.0,0.45,0.05,0.25,0.2,0.0,0.05,0,0.13333333333333333,0.17777777777777778,0.15555555555555556,0.2,0.15555555555555556,0.17777777777777778,8.0,6.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.035
2,0,3,6,16.0,0,0.5,0.0,0.3,0.1,0.0,0.1,1,0.17073170731707318,0.1951219512195122,0.17073170731707318,0.12195121951219512,0.17073170731707318,0.17073170731707318,7.0,5.0,2.0,24.0,1.0,1.0,5.0,1.0,,3.0,2.0,7.0,10.0,8.0,6.0,3.0,5.0,8.0,10.0,1.0,9.0,8.0,7.0,8.0,3.0,1.0,4.0,5.0,0.45,0.05,0.25,0.2,0.0,0.05,0,0.23529411764705882,0.20588235294117646,0.23529411764705882,0.08823529411764706,0.17647058823529413,0.058823529411764705,6.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.010000000000000002
2,0,3,7,17.0,0,0.35,0.15,0.25,0.1,0.05,0.1,0,0.21739130434782608,0.13043478260869565,0.17391304347826086,0.13043478260869565,0.21739130434782608,0.13043478260869565,4.0,3.0,2.0,24.0,1.0,1.0,5.0,1.0,,3.0,2.0,7.0,10.0,8.0,6.0,3.0,5.0,8.0,10.0,1.0,9.0,8.0,7.0,8.0,3.0,1.0,4.0,5.0,0.45,0.05,0.25,0.2,0.0,0.05,1,0.16279069767441862,0.11627906976744186,0.20930232558139536,0.13953488372093023,0.16279069767441862,0.20930232558139536,8.0,7.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.017500000000000005
2,0,3,8,18.0,0,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,1,0.175,0.175,0.175,0.175,0.175,0.125,7.0,6.0,2.0,24.0,1.0,1.0,5.0,1.0,,3.0,2.0,7.0,10.0,8.0,6.0,3.0,5.0,8.0,10.0,1.0,9.0,8.0,7.0,8.0,3.0,1.0,4.0,5.0,0.45,0.05,0.25,0.2,0.0,0.05,0,0.1282051282051282,0.20512820512820512,0.1794871794871795,0.1282051282051282,0.23076923076923078,0.1282051282051282,5.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.04327160493827161
2,0,3,9,19.0,1,0.5,0.0,0.25,0.1,0.0,0.15,1,0.1702127659574468,0.1276595744680851,0.19148936170212766,0.19148936170212766,0.1702127659574468,0.14893617021276595,8.0,8.0,2.0,24.0,1.0,1.0,5.0,1.0,,3.0,2.0,7.0,10.0,8.0,6.0,3.0,5.0,8.0,10.0,1.0,9.0,8.0,7.0,8.0,3.0,1.0,4.0,5.0,0.45,0.05,0.25,0.2,0.0,0.05,1,0.1794871794871795,0.15384615384615385,0.20512820512820512,0.23076923076923078,0.10256410256410256,0.1282051282051282,5.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0125
2,0,3,10,20.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.14634146341463414,0.12195121951219512,0.17073170731707318,0.17073170731707318,0.21951219512195122,0.17073170731707318,6.0,9.0,2.0,24.0,1.0,1.0,5.0,1.0,,3.0,2.0,7.0,10.0,8.0,6.0,3.0,5.0,8.0,10.0,1.0,9.0,8.0,7.0,8.0,3.0,1.0,4.0,5.0,0.45,0.05,0.25,0.2,0.0,0.05,1,0.13333333333333333,0.15555555555555556,0.17777777777777778,0.15555555555555556,0.2,0.17777777777777778,8.0,7.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.20500000000000004
3,0,5,1,11.0,0,0.35,0.2,0.2,0.2,0.0,0.05,0,0.18421052631578946,0.21052631578947367,0.15789473684210525,0.13157894736842105,0.21052631578947367,0.10526315789473684,5.0,2.0,1.0,25.0,2.0,6.0,3.0,1.0,,3.0,8.0,7.0,8.0,5.0,5.0,8.0,4.0,5.0,7.0,8.0,7.0,7.0,7.0,5.0,8.0,7.0,4.0,2.0,0.35,0.1,0.35,0.1,0.1,0.0,0,0.14,0.18,0.2,0.14,0.16,0.18,8.0,7.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.027499999999999997
3,0,5,2,12.0,0,0.6,0.0,0.0,0.4,0.0,0.0,0,0.15,0.175,0.25,0.15,0.15,0.125,7.0,3.0,2.0,25.0,2.0,6.0,3.0,1.0,,3.0,8.0,7.0,8.0,5.0,5.0,8.0,4.0,5.0,7.0,8.0,7.0,7.0,7.0,5.0,8.0,7.0,4.0,2.0,0.35,0.1,0.35,0.1,0.1,0.0,0,0.1836734693877551,0.14285714285714285,0.1836734693877551,0.16326530612244897,0.1836734693877551,0.14285714285714285,8.0,7.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.14750000000000002
3,0,5,3,13.0,0,0.19,0.18,0.19,0.18,0.14,0.12,1,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,10.0,10.0,2.0,25.0,2.0,6.0,3.0,1.0,,3.0,8.0,7.0,8.0,5.0,5.0,8.0,4.0,5.0,7.0,8.0,7.0,7.0,7.0,5.0,8.0,7.0,4.0,2.0,0.35,0.1,0.35,0.1,0.1,0.0,0,0.14583333333333334,0.1875,0.1875,0.14583333333333334,0.1875,0.14583333333333334,8.0,7.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.03999999999999999
3,0,5,4,14.0,0,0.3,0.05,0.15,0.4,0.05,0.05,1,0.14583333333333334,0.1875,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,7.0,7.0,2.0,25.0,2.0,6.0,3.0,1.0,,3.0,8.0,7.0,8.0,5.0,5.0,8.0,4.0,5.0,7.0,8.0,7.0,7.0,7.0,5.0,8.0,7.0,4.0,2.0,0.35,0.1,0.35,0.1,0.1,0.0,0,0.1875,0.14583333333333334,0.1875,0.14583333333333334,0.1875,0.14583333333333334,8.0,7.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.07
3,0,5,5,15.0,0,0.3,0.1,0.2,0.1,0.1,0.2,1,0.2,0.3333333333333333,0.26666666666666666,0.2,0.0,0.0,6.0,1.0,2.0,25.0,2.0,6.0,3.0,1.0,,3.0,8.0,7.0,8.0,5.0,5.0,8.0,4.0,5.0,7.0,8.0,7.0,7.0,7.0,5.0,8.0,7.0,4.0,2.0,0.35,0.1,0.35,0.1,0.1,0.0,0,0.15254237288135594,0.1694915254237288,0.1694915254237288,0.1694915254237288,0.1694915254237288,0.1694915254237288,9.0,,2.0,,0.0,0.0,0.0,0.0,0.0,0.0325
3,0,5,6,16.0,0,0.5,0.0,0.3,0.1,0.0,0.1,1,0.1891891891891892,0.16216216216216217,0.16216216216216217,0.16216216216216217,0.16216216216216217,0.16216216216216217,6.0,7.0,2.0,25.0,2.0,6.0,3.0,1.0,,3.0,8.0,7.0,8.0,5.0,5.0,8.0,4.0,5.0,7.0,8.0,7.0,7.0,7.0,5.0,8.0,7.0,4.0,2.0,0.35,0.1,0.35,0.1,0.1,0.0,0,0.1509433962264151,0.18867924528301888,0.18867924528301888,0.1320754716981132,0.16981132075471697,0.16981132075471697,8.0,,2.0,,0.0,0.0,0.0,0.0,0.0,0.027500000000000004
3,0,5,7,17.0,0,0.35,0.15,0.25,0.1,0.05,0.1,0,0.2222222222222222,0.1111111111111111,0.18518518518518517,0.14814814814814814,0.18518518518518517,0.14814814814814814,2.0,2.0,2.0,25.0,2.0,6.0,3.0,1.0,,3.0,8.0,7.0,8.0,5.0,5.0,8.0,4.0,5.0,7.0,8.0,7.0,7.0,7.0,5.0,8.0,7.0,4.0,2.0,0.35,0.1,0.35,0.1,0.1,0.0,0,0.16,0.18,0.2,0.14,0.14,0.18,8.0,7.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.012499999999999997
3,0,5,8,18.0,0,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,0,0.13793103448275862,0.1724137931034483,0.20689655172413793,0.13793103448275862,0.20689655172413793,0.13793103448275862,5.0,1.0,2.0,25.0,2.0,6.0,3.0,1.0,,3.0,8.0,7.0,8.0,5.0,5.0,8.0,4.0,5.0,7.0,8.0,7.0,7.0,7.0,5.0,8.0,7.0,4.0,2.0,0.35,0.1,0.35,0.1,0.1,0.0,0,0.14285714285714285,0.1836734693877551,0.1836734693877551,0.16326530612244897,0.1836734693877551,0.14285714285714285,8.0,7.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.05354938271604937
3,0,5,9,19.0,0,0.5,0.0,0.25,0.1,0.0,0.15,1,0.16666666666666666,0.16666666666666666,0.14285714285714285,0.19047619047619047,0.16666666666666666,0.16666666666666666,7.0,7.0,2.0,25.0,2.0,6.0,3.0,1.0,,3.0,8.0,7.0,8.0,5.0,5.0,8.0,4.0,5.0,7.0,8.0,7.0,7.0,7.0,5.0,8.0,7.0,4.0,2.0,0.35,0.1,0.35,0.1,0.1,0.0,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,9.0,7.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.037500000000000006
3,0,5,10,20.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.13157894736842105,0.15789473684210525,0.21052631578947367,0.13157894736842105,0.21052631578947367,0.15789473684210525,5.0,5.0,2.0,25.0,2.0,6.0,3.0,1.0,,3.0,8.0,7.0,8.0,5.0,5.0,8.0,4.0,5.0,7.0,8.0,7.0,7.0,7.0,5.0,8.0,7.0,4.0,2.0,0.35,0.1,0.35,0.1,0.1,0.0,0,0.1702127659574468,0.14893617021276595,0.19148936170212766,0.14893617021276595,0.19148936170212766,0.14893617021276595,8.0,7.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.28750000000000003
4,0,7,1,11.0,0,0.35,0.2,0.2,0.2,0.0,0.05,0,0.15,0.175,0.2,0.175,0.175,0.125,6.0,3.0,2.0,23.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,6.0,7.0,6.0,7.0,7.0,5.0,7.0,7.0,7.0,9.0,7.0,8.0,7.0,1.0,8.0,1.0,2.0,0.2,0.2,0.2,0.2,0.1,0.1,0,0.09523809523809523,0.23809523809523808,0.19047619047619047,0.11904761904761904,0.19047619047619047,0.16666666666666666,6.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.017499999999999995
4,0,7,2,12.0,0,0.6,0.0,0.0,0.4,0.0,0.0,0,0.15789473684210525,0.13157894736842105,0.2631578947368421,0.15789473684210525,0.15789473684210525,0.13157894736842105,6.0,3.0,1.0,23.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,6.0,7.0,6.0,7.0,7.0,5.0,7.0,7.0,7.0,9.0,7.0,8.0,7.0,1.0,8.0,1.0,2.0,0.2,0.2,0.2,0.2,0.1,0.1,0,0.16666666666666666,0.14583333333333334,0.16666666666666666,0.20833333333333334,0.14583333333333334,0.16666666666666666,8.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002
4,0,7,3,13.0,0,0.19,0.18,0.19,0.18,0.14,0.12,1,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,10.0,10.0,0.0,23.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,6.0,7.0,6.0,7.0,7.0,5.0,7.0,7.0,7.0,9.0,7.0,8.0,7.0,1.0,8.0,1.0,2.0,0.2,0.2,0.2,0.2,0.1,0.1,0,0.1,0.175,0.2,0.2,0.15,0.175,4.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0015000000000000011
4,0,7,4,14.0,1,0.3,0.05,0.15,0.4,0.05,0.05,1,0.14583333333333334,0.14583333333333334,0.14583333333333334,0.1875,0.1875,0.1875,8.0,10.0,1.0,23.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,6.0,7.0,6.0,7.0,7.0,5.0,7.0,7.0,7.0,9.0,7.0,8.0,7.0,1.0,8.0,1.0,2.0,0.2,0.2,0.2,0.2,0.1,0.1,1,0.15384615384615385,0.19230769230769232,0.1346153846153846,0.19230769230769232,0.1346153846153846,0.19230769230769232,8.0,10.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.04000000000000001
4,0,7,5,15.0,0,0.3,0.1,0.2,0.1,0.1,0.2,1,0.16,0.16,0.18,0.16,0.16,0.18,9.0,7.0,2.0,23.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,6.0,7.0,6.0,7.0,7.0,5.0,7.0,7.0,7.0,9.0,7.0,8.0,7.0,1.0,8.0,1.0,2.0,0.2,0.2,0.2,0.2,0.1,0.1,0,0.12244897959183673,0.1836734693877551,0.16326530612244897,0.1836734693877551,0.16326530612244897,0.1836734693877551,7.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02
4,0,7,6,16.0,0,0.5,0.0,0.3,0.1,0.0,0.1,1,0.14634146341463414,0.14634146341463414,0.17073170731707318,0.17073170731707318,0.1951219512195122,0.17073170731707318,6.0,6.0,2.0,23.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,6.0,7.0,6.0,7.0,7.0,5.0,7.0,7.0,7.0,9.0,7.0,8.0,7.0,1.0,8.0,1.0,2.0,0.2,0.2,0.2,0.2,0.1,0.1,0,0.13513513513513514,0.2702702702702703,0.21621621621621623,0.10810810810810811,0.21621621621621623,0.05405405405405406,4.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.08000000000000002
4,0,7,7,17.0,0,0.35,0.15,0.25,0.1,0.05,0.1,1,0.21875,0.1875,0.09375,0.15625,0.1875,0.15625,6.0,4.0,2.0,23.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,6.0,7.0,6.0,7.0,7.0,5.0,7.0,7.0,7.0,9.0,7.0,8.0,7.0,1.0,8.0,1.0,2.0,0.2,0.2,0.2,0.2,0.1,0.1,0,0.14285714285714285,0.20408163265306123,0.20408163265306123,0.14285714285714285,0.20408163265306123,0.10204081632653061,5.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.019999999999999997
4,0,7,8,18.0,0,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,0,0.15789473684210525,0.18421052631578946,0.21052631578947367,0.15789473684210525,0.15789473684210525,0.13157894736842105,7.0,7.0,2.0,23.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,6.0,7.0,6.0,7.0,7.0,5.0,7.0,7.0,7.0,9.0,7.0,8.0,7.0,1.0,8.0,1.0,2.0,0.2,0.2,0.2,0.2,0.1,0.1,0,0.11363636363636363,0.20454545454545456,0.20454545454545456,0.11363636363636363,0.20454545454545456,0.1590909090909091,6.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.028271604938271605
4,0,7,9,19.0,1,0.5,0.0,0.25,0.1,0.0,0.15,1,0.14,0.14,0.14,0.2,0.18,0.2,8.0,8.0,2.0,23.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,6.0,7.0,6.0,7.0,7.0,5.0,7.0,7.0,7.0,9.0,7.0,8.0,7.0,1.0,8.0,1.0,2.0,0.2,0.2,0.2,0.2,0.1,0.1,1,0.17307692307692307,0.15384615384615385,0.19230769230769232,0.19230769230769232,0.1346153846153846,0.15384615384615385,8.0,8.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.07750000000000001
4,0,7,10,20.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.15555555555555556,0.17777777777777778,0.17777777777777778,0.15555555555555556,0.17777777777777778,0.15555555555555556,7.0,7.0,2.0,23.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,6.0,7.0,6.0,7.0,7.0,5.0,7.0,7.0,7.0,9.0,7.0,8.0,7.0,1.0,8.0,1.0,2.0,0.2,0.2,0.2,0.2,0.1,0.1,1,0.1509433962264151,0.16981132075471697,0.18867924528301888,0.18867924528301888,0.1509433962264151,0.1509433962264151,10.0,8.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.3900000000000001
5,0,9,1,11.0,0,0.35,0.2,0.2,0.2,0.0,0.05,0,0.13953488372093023,0.18604651162790697,0.18604651162790697,0.18604651162790697,0.16279069767441862,0.13953488372093023,6.0,5.0,2.0,21.0,1.0,2.0,4.0,1.0,1.0,7.0,4.0,7.0,7.0,6.0,8.0,6.0,6.0,8.0,6.0,8.0,6.0,6.0,3.0,7.0,8.0,3.0,7.0,10.0,0.2,0.05,0.25,0.25,0.1,0.15,0,0.18518518518518517,0.2962962962962963,0.2962962962962963,0.07407407407407407,0.07407407407407407,0.07407407407407407,7.0,5.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.035
